2017/09/01	ACH CREDIT 5GWJ2A8TE2G3N PAYPAL TRANSFER; $14,067.97
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/09/05	DEBIT CARD PURCHASE XXXXX4981 Amazon web services aws.amazon. WA; $14,222.82
	Expenses:Administrative:AmazonWebServices	$82.66
	Assets:Checking	-$82.66

2017/09/05	ACH CREDIT 5GWJ2A8W7L9RY PAYPAL TRANSFER; $14,305.48
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/09/05	ACH CREDIT 5GWJ2A8VFS3KW PAYPAL TRANSFER; $14,203.69
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/09/05	ACH CREDIT 5GWJ2A8UEQ5BC PAYPAL TRANSFER; $14,101.90
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/09/06	CHECK 7049 070156822; $13,101.30
	Expenses:Administrative:Rent	$1272.00
	Assets:Checking	-$1272.00

2017/09/06	ACH CREDIT 5GWJ2A8XYMV3L PAYPAL TRANSFER; $14,373.30
	Assets:Checking	$111.27
	Revenue:MemberDues	-$111.27

2017/09/06	DEBIT CARD CREDIT 7641891005 VIS 0905 Amazon web services aws.amazon. WA; $14,262.03
	Assets:Checking	$39.21
	Expenses:Administrative:AmazonWebServices	-$39.21

2017/09/07	ACH CREDIT 5GWJ2A8Z3SQLU PAYPAL TRANSFER; $13,159.38
	Assets:Checking	$58.08
	Revenue:MemberDues	-$58.08

2017/09/08	ACH CREDIT 5GWJ2A924WCSY PAYPAL TRANSFER; $13,236.72
	Assets:Checking	$77.34
	Revenue:MemberDues	-$77.34

2017/09/11	POS PURCHASE POS99999999 4780394 MNRD-GURNEE 64 GURNEE IL; $13,261.56
	Expenses:Projects:DustCollection	$22.14 ; fasteners and duct adapters
	Assets:Checking	-$22.14

2017/09/11	ACH CREDIT 5GWJ2A94Y9334 PAYPAL TRANSFER; $13,283.70
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/09/11	POS RETURN POS06171213 4780395 THE HOME DEPOT CHICAGO IL; $13,249.77
	Assets:Checking	$13.05 ; caulking return
	Expenses:Projects:DustCollection	-$13.05

2017/09/12	DEBIT CARD PURCHASE XXXXX4981 Amazon.com AMZN.COM/BI WA; $13,051.29
	Expenses:Administrative:Supplies	$57.01 ; label tape
	Assets:Checking	-$57.01

2017/09/12	DEBIT CARD PURCHASE XXXXX4981 Amazon.com AMZN.COM/BI WA; $13,108.30
	Expenses:Purchases:2DPrinter	$162.74
	Assets:Checking	-$162.74

2017/09/12	ACH CREDIT 5GWJ2A95QCX7A PAYPAL TRANSFER; $13,271.04
	Assets:Checking	$9.48
	Revenue:MemberDues	-$9.48

2017/09/13	ACH CREDIT 5GWJ2A97TCJ3C PAYPAL TRANSFER; $13,231.02
	Assets:Checking	$179.73
	Revenue:MemberDues	-$179.73

2017/09/14	ACH CREDIT 5GWJ2A98VSA5N PAYPAL TRANSFER; $13,391.19
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/09/15	ACH CREDIT 5GWJ2A99VGJ9U PAYPAL TRANSFER; $13,483.50
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/09/18	ACH CREDIT 5GWJ2A9AWHEWA PAYPAL TRANSFER; $13,609.74
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/09/19	CHECK 116 095380084; $14,022.36
	Expenses:Administrative:Government	$15.00 ; il attorney general charitable trust fund filing fee
	Assets:Checking	-$15.00

2017/09/19	ACH CREDIT 5GWJ2A9DJWTGA PAYPAL TRANSFER; $14,037.36
	Assets:Checking	$67.86
	Revenue:MemberDues	-$67.86

2017/09/19	ACH CREDIT 5GWJ2A9BMJWMW PAYPAL TRANSFER; $13,969.50
	Assets:Checking	$175.14
	Revenue:MemberDues	-$175.14

2017/09/19	ACH CREDIT 5GWJ2A9CEFBTJ PAYPAL TRANSFER; $13,794.36
	Assets:Checking	$184.62
	Revenue:MemberDues	-$184.62

2017/09/20	ACH CREDIT 5GWJ2A9EJM6KS PAYPAL TRANSFER; $14,182.53
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/09/21	ACH CREDIT 5GWJ2A9FLS9M4 PAYPAL TRANSFER; $14,216.46
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/09/22	DEBIT CARD PURCHASE XXXXX4981 TECHSOUP XXXXX9300 CA; $14,245.64
	Expenses:Administrative:AmazonWebServices	$175.00 ; techsoup fee
	Assets:Checking	-$175.00

2017/09/22	ACH CREDIT 5GWJ2A9GN2AS2 PAYPAL TRANSFER; $14,420.64
	Assets:Checking	$204.18
	Revenue:MemberDues	-$204.18

2017/09/25	ACH CREDIT XXXXX4772 PAYPAL TRANSFER; $14,396.33
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/09/25	ACH CREDIT 5GWJ2A9K2J7GU PAYPAL TRANSFER; $14,337.95
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/09/26	ACH CREDIT 5GWJ2A9L5KVJL PAYPAL TRANSFER; $14,464.19
	Assets:Checking	$67.86
	Revenue:MemberDues	-$67.86

2017/09/27	DEBIT CARD PURCHASE XXXXX6710 FULL SPECTRUM LASER LL XXXXX3102 NV; $9,427.57
	Expenses:Purchases:LaserCutter	$5095.00
	Assets:Checking	-$5095.00

2017/09/27	ACH CREDIT 5GWJ2A9M4WW7U PAYPAL TRANSFER; $14,522.57
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/09/28	ACH CREDIT 5GWJ2A9N4T26Q PAYPAL TRANSFER; $9,519.88
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/09/29	DEBIT CARD PURCHASE XXXXX4981 AMAZON.COM AMZN.COM/BI AMZN.COM/BI WA; $9,344.44
	Expenses:Administrative:Supplies	$6.23
	Expenses:Purchases:MobileToolBases	$295.45
	Assets:Checking	-$301.68

2017/09/29	ACH CREDIT 5GWJ2A9P39XJL PAYPAL TRANSFER; $9,646.12
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/10/02	ACH CREDIT 5GWJ2A9QSEHD6 PAYPAL TRANSFER; $9,538.54
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/10/02	ACH CREDIT XXXXX0870 PAYPAL TRANSFER; $9,446.23
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/10/03	ACH CREDIT 5GWJ2A9SPTQGA PAYPAL TRANSFER; $9,640.33
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/10/04	ACH WEB-SINGLE ANVEO.COM PAYPAL INST XFER; $9,625.33
	Expenses:Administrative:911Service	$15.00
	Assets:Checking	-$15.00

2017/10/05	ATM DEPOSIT 89210341 DEPOSIT 3508 S STATE ST CHICAGO IL; $9,782.15
	Assets:Checking	$10.00
	Revenue:MemberDues	-$10.00

2017/10/05	ATM DEPOSIT 89210347 DEPOSIT 3508 S STATE ST CHICAGO IL; $9,772.15
	Assets:Checking	$60.00
	Revenue:MemberDues	-$60.00

2017/10/05	ACH CREDIT 5GWJ2A9UWWZCY PAYPAL TRANSFER; $9,712.15
	Assets:Checking	$86.82
	Revenue:MemberDues	-$86.82

2017/10/06	CHECK 7050 073051904; $8,558.75
	Expenses:Administrative:Rent	$1272.00
	Assets:Checking	-$1272.00

2017/10/06	ACH CREDIT 5GWJ2A9VYBBNU PAYPAL TRANSFER; $9,830.75
	Assets:Checking	$48.60
	Revenue:MemberDues	-$48.60

2017/10/10	ACH CREDIT 5GWJ2A9ZQEBZL PAYPAL TRANSFER; $8,670.02
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/10/10	ACH CREDIT 5GWJ2A9X25SW8 PAYPAL TRANSFER; $8,636.09
	Assets:Checking	$77.34
	Revenue:MemberDues	-$77.34

2017/10/11	ACH CREDIT 5GWJ2AA2U74QS PAYPAL TRANSFER; $8,679.50
	Assets:Checking	$9.48
	Revenue:MemberDues	-$9.48

2017/10/12	ACH CREDIT 5GWJ2AA3W29J6 PAYPAL TRANSFER; $8,713.43
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/10/16	ACH CREDIT 5GWJ2AA6RNYZ8 PAYPAL TRANSFER; $9,179.57
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/10/16	ACH CREDIT 5GWJ2AA62HETA PAYPAL TRANSFER; $9,053.33
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/10/16	ACH CREDIT 5GWJ2AA4ZA3VE PAYPAL TRANSFER; $8,893.16
	Assets:Checking	$179.73
	Revenue:MemberDues	-$179.73

2017/10/17	ACH CREDIT 5GWJ2AA8QVS8A PAYPAL TRANSFER; $9,480.95
	Assets:Checking	$175.14
	Revenue:MemberDues	-$175.14

2017/10/17	ACH CREDIT 5GWJ2AA7KD5DW PAYPAL TRANSFER; $9,305.81
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/10/19	ACH CREDIT 5GWJ2AAATSN6J PAYPAL TRANSFER; $9,825.74
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/10/19	ACH CREDIT 5GWJ2AA9SPB76 PAYPAL TRANSFER; $9,665.57
	Assets:Checking	$184.62
	Revenue:MemberDues	-$184.62

2017/10/20	ACH CREDIT 5GWJ2AABWFTDS PAYPAL TRANSFER; $9,976.13
	Assets:Checking	$150.39
	Revenue:MemberDues	-$150.39

2017/10/23	ACH CREDIT 5GWJ2AACXA3KA PAYPAL TRANSFER; $10,214.24
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/10/23	ACH CREDIT 5GWJ2AADN8FL6 PAYPAL TRANSFER; $10,180.31
	Assets:Checking	$204.18
	Revenue:MemberDues	-$204.18

2017/10/24	ACH CREDIT 5GWJ2AAFKQBPE PAYPAL TRANSFER; $10,272.62
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/10/25	ACH CREDIT 5GWJ2AAGJX9SU PAYPAL TRANSFER; $10,364.93
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/10/26	ACH CREDIT 5GWJ2AAHM5N8Q PAYPAL TRANSFER; $10,466.72
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/10/27	ACH CREDIT 5GWJ2AAJMCJFG PAYPAL TRANSFER; $10,525.10
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/10/30	ATM DEPOSIT 95180327 DEPOSIT 3508 S STATE ST CHICAGO IL; $10,818.65
	Assets:Checking	$15.00
	Revenue:MemberDues	-$15.00

2017/10/30	ATM DEPOSIT 95180329 DEPOSIT 3508 S STATE ST CHICAGO IL; $10,803.65
	Assets:Checking	$60.00
	Revenue:MemberDues	-$60.00

2017/10/30	ACH CREDIT 5GWJ2AAKQ3BSJ PAYPAL TRANSFER; $10,743.65
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/10/30	ACH CREDIT XXXXX3020 PAYPAL TRANSFER; $10,651.34
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/10/31	ACH CREDIT 5GWJ2AAND2UY2 PAYPAL TRANSFER; $10,877.03
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/11/01	ACH CREDIT 5GWJ2AAPDVU2E PAYPAL TRANSFER; $10,910.96
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/11/02	ACH CREDIT 5GWJ2AAQGF4ML PAYPAL TRANSFER; $10,978.82
	Assets:Checking	$67.86
	Revenue:MemberDues	-$67.86

2017/11/06	POS PURCHASE POS01480726 5145804 HARBOR FREIGHT CICERO IL; $11,092.04
	Expenses:Projects:DustCollection	$253.68
	Assets:Checking	-$253.68

2017/11/06	ATM DEPOSIT 95451346 DEPOSIT 1733 S. CLARK S CHICAGO IL; $11,345.72
	Assets:Checking	$20.00
	Expenses:Projects:DustCollection	-$20.00

2017/11/06	ATM DEPOSIT 95451352 DEPOSIT 1733 S. CLARK S CHICAGO IL; $11,325.72
	Assets:Checking	$100.00
	Expenses:Projects:DustCollection	-$100.00

2017/11/06	ATM DEPOSIT 95451344 DEPOSIT 1733 S. CLARK S CHICAGO IL; $11,225.72
	Assets:Checking	$102.00
	Expenses:Projects:DustCollection	-$102.00

2017/11/06	ACH CREDIT 5GWJ2AATABUZN PAYPAL TRANSFER; $11,123.72
	Assets:Checking	$77.34
	Revenue:MemberDues	-$77.34

2017/11/06	ACH CREDIT 5GWJ2AARK4L4C PAYPAL TRANSFER; $11,046.38
	Assets:Checking	$67.56
	Revenue:MemberDues	-$67.56

2017/11/07	ACH CREDIT 5GWJ2AAU3TY2S PAYPAL TRANSFER; $11,140.64
	Assets:Checking	$48.60
	Revenue:MemberDues	-$48.60

2017/11/08	CHECK 7051 070202643; $9,945.98
	Expenses:Administrative:Rent	$1272.00
	Assets:Checking	-$1272.00

2017/11/08	ACH CREDIT 5GWJ2AAV8UZ46 PAYPAL TRANSFER; $11,217.98
	Assets:Checking	$77.34
	Revenue:MemberDues	-$77.34

2017/11/09	ACH CREDIT 5GWJ2AAXC97T8 PAYPAL TRANSFER; $10,013.84
	Assets:Checking	$67.86
	Revenue:MemberDues	-$67.86

2017/11/10	DEBIT CARD PURCHASE XXXXX4981 AMAZON.COM AMZN.COM/BI AMZN.COM/BI WA; $9,994.70
	Expenses:Administrative:Supplies	$53.07
	Assets:Checking	-$53.07

2017/11/10	ACH CREDIT 5GWJ2AAYF5GJ6 PAYPAL TRANSFER; $10,047.77
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/11/13	ACH CREDIT 5GWJ2AAZF8MM2 PAYPAL TRANSFER; $10,004.18
	Assets:Checking	$9.48
	Revenue:MemberDues	-$9.48

2017/11/14	ACH CREDIT 5GWJ2AB43UXGC PAYPAL TRANSFER; $10,310.15
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/11/14	ACH CREDIT 5GWJ2AB2XNVTG PAYPAL TRANSFER; $10,149.98
	Assets:Checking	$145.80
	Revenue:MemberDues	-$145.80

2017/11/15	ACH CREDIT 5GWJ2AB54QLCL PAYPAL TRANSFER; $10,470.32
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/11/16	ACH CREDIT 5GWJ2AB67SFXW PAYPAL TRANSFER; $10,643.42
	Assets:Checking	$135.72
	Revenue:MemberDues	-$135.72

2017/11/16	CORPORATE ACH MNG9CV746WISXQC AMZNJA0VL93G AMAZONSMIL; $10,507.70
	Assets:Checking	$37.38
	Revenue:Donations:AmazonSmile	-$37.38

2017/11/17	ACH CREDIT 5GWJ2AB79VG6W PAYPAL TRANSFER; $10,701.80
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/11/20	ACH CREDIT 5GWJ2AB8AF78Q PAYPAL TRANSFER; $11,012.66
	Assets:Checking	$150.69
	Revenue:MemberDues	-$150.69

2017/11/20	ACH CREDIT 5GWJ2AB923SFW PAYPAL TRANSFER; $10,861.97
	Assets:Checking	$160.17
	Revenue:MemberDues	-$160.17

2017/11/21	ACH CREDIT 5GWJ2ABB28CBW PAYPAL TRANSFER; $11,197.28
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/11/21	ACH CREDIT 5GWJ2AB9U6D5L PAYPAL TRANSFER; $11,163.35
	Assets:Checking	$150.69
	Revenue:MemberDues	-$150.69

2017/11/24	DEBIT CARD PURCHASE XXXXX4981 BULLIS LOCK CO CHICAGO IL; $11,470.60
	Expenses:Administrative:Supplies	$23.17
	Assets:Checking	-$23.17

2017/11/24	ACH CREDIT 5GWJ2ABE45APA PAYPAL TRANSFER; $11,493.77
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/11/24	ACH CREDIT 5GWJ2ABC4CAKL PAYPAL TRANSFER; $11,435.39
	Assets:Checking	$238.11
	Revenue:MemberDues	-$238.11

2017/11/27	ACH CREDIT 5GWJ2ABFAMNPA PAYPAL TRANSFER; $11,664.70
	Assets:Checking	$92.31
	Revenue:MemberDues	-$92.31

2017/11/27	ACH CREDIT 5GWJ2ABG67FF6 PAYPAL TRANSFER; $11,572.39
	Assets:Checking	$101.79
	Revenue:MemberDues	-$101.79

2017/11/28	ACH CREDIT 5GWJ2ABH387NQ PAYPAL TRANSFER; $11,723.08
	Assets:Checking	$58.38
	Revenue:MemberDues	-$58.38

2017/11/29	ACH CREDIT 5GWJ2ABJEN4SL PAYPAL TRANSFER; $11,757.01
	Assets:Checking	$33.93
	Revenue:MemberDues	-$33.93

2017/11/30	ACH CREDIT 5GWJ2ABKMB8LE PAYPAL TRANSFER; $11,883.25
	Assets:Checking	$126.24
	Revenue:MemberDues	-$126.24

2017/12/01	ACH CREDIT 5GWJ2ABLSZJVW PAYPAL TRANSFER; $11,941.63
	Revenue:MemberDues	-$58.38
	Assets:Checking

2017/12/01	ACH CREDIT 5GWJ2ABMYC7LJ PAYPAL TRANSFER; $12,067.87
	Revenue:MemberDues	-$126.24
	Assets:Checking

2017/12/04	ACH CREDIT 5GWJ2ABP6QPXC PAYPAL TRANSFER; $12,135.73
	Revenue:MemberDues	-$67.86
	Assets:Checking

2017/12/04	ACH CREDIT 5GWJ2ABPZUFBS PAYPAL TRANSFER; $12,203.59
	Revenue:MemberDues	-$67.86
	Assets:Checking

2017/12/04	ATM DEPOSIT 95551755 DEPOSIT 3508 S STATE ST CHICAGO IL; $12,263.59
	Revenue:MemberDues	-$60.00
	Assets:Checking

2017/12/04	ATM DEPOSIT 95551753 DEPOSIT 3508 S STATE ST CHICAGO IL; $12,273.59
	Revenue:MemberDues	-$10.00
	Assets:Checking

2017/12/04	POS PURCHASE POS99110713 5400033 COSTCO WHSE #1 CHICAGO IL; $12,251.55
	Expenses:Administrative:Supplies	$22.04
	Assets:Checking

2017/12/05	ACH CREDIT 5GWJ2ABS8RN84 PAYPAL TRANSFER; $12,328.89
	Revenue:MemberDues	-$77.34
	Assets:Checking

2017/12/06	ACH CREDIT 5GWJ2ABTEH74L PAYPAL TRANSFER; $12,377.49
	Revenue:MemberDues	-$48.60
	Assets:Checking

2017/12/07	ACH CREDIT 5GWJ2ABULHU3S PAYPAL TRANSFER; $12,454.83
	Revenue:MemberDues	-$77.34
	Assets:Checking

2017/12/08	CHECK  070871986; $11,182.83
	Expenses:Administrative:Rent	$1,272.00
	Assets:Checking

2017/12/11	ACH CREDIT 5GWJ2ABWYU2WU PAYPAL TRANSFER; $11,250.69
	Revenue:MemberDues	-$67.86
	Assets:Checking

2017/12/11	ACH CREDIT 5GWJ2ABXSGMXC PAYPAL TRANSFER; $11,284.62
	Revenue:MemberDues	-$33.93
	Assets:Checking

2017/12/11	ACH CREDIT 5GWJ2ABYNXYP4 PAYPAL TRANSFER; $11,294.10
	Revenue:MemberDues	-$9.48
	Assets:Checking

2017/12/12	ACH CREDIT 5GWJ2ABZY6NX4 PAYPAL TRANSFER; $11,328.03
	Revenue:MemberDues	-$33.93
	Assets:Checking

2017/12/13	ACH CREDIT 5GWJ2AC35D6JA PAYPAL TRANSFER; $11,473.83
	Revenue:MemberDues	-$145.80
	Assets:Checking

2017/12/14	ACH CREDIT 5GWJ2AC4B9J7W PAYPAL TRANSFER; $11,667.93
	Revenue:MemberDues	-$194.10
	Assets:Checking

2017/12/14	DEBIT CARD PURCHASE XXXXX4981 AMZ*Grizzly Industri amzn.com/pm WA; $11,654.19
	Expenses:Administrative:Supplies	$13.74
	Assets:Checking

2017/12/14	ACH WEB-SINGLE EREPLACEMEN PAYPAL INST XFER; $11,631.50
	Expenses:Administrative:Supplies	$22.69
	Assets:Checking

2017/12/15	ACH CREDIT 5GWJ2AC5GZSQN PAYPAL TRANSFER; $11,791.67
	Revenue:MemberDues	-$160.17
	Assets:Checking

2017/12/15	DEBIT CARD PURCHASE XXXXX4981 AMAZON MKTPLACE PMTS AMZN.COM/BI WA; $11,711.43
	Expenses:Administrative:Supplies	$80.24
	Assets:Checking

2017/12/18	ACH CREDIT 5GWJ2AC8EC7W4 PAYPAL TRANSFER; $11,862.12
	Revenue:MemberDues	-$150.69
	Assets:Checking

2017/12/18	ACH CREDIT 5GWJ2AC6NZLSE PAYPAL TRANSFER; $11,997.84
	Revenue:MemberDues	-$135.72
	Assets:Checking

2017/12/18	ACH CREDIT 5GWJ2AC7HDJQU PAYPAL TRANSFER; $12,056.22
	Revenue:MemberDues	-$58.38
	Assets:Checking

2017/12/18	DEBIT CARD PURCHASE XXXXX4981 AMAZON MKTPLACE PMTS AMZN.COM/BI WA; $12,039.40
	Expenses:Administrative:Supplies	$16.82
	Assets:Checking

2017/12/18	POS PURCHASE POS06165829 5566253 THE HOME DEPOT CHICAGO IL; $11,995.54
	Expenses:Administrative:Supplies	$43.86
	Assets:Checking

2017/12/19	ACH CREDIT 5GWJ2AC9P4B6C PAYPAL TRANSFER; $12,155.71
	Revenue:MemberDues	-$160.17
	Assets:Checking

2017/12/19	DEBIT CARD PURCHASE XXXXX4981 AMAZON MKTPLACE PMTS AMZN.COM/BI WA; $12,122.36
